,dna,rna,protein
TD01GL001856,2914.3192488262903,2673.6306729264534,437.2848200312997
TD01GL001857,2160.1721439749554,2001.0954616588388,304.7339593114245
TD01GL001858,6860.602503912439,6341.588419405433,964.6713615023459
TD01GL001859,3130.4773082942093,2877.1126760563466,439.71048513302077
TD01GL001860,981.9640062597833,900.8998435054812,154.0297339593115
TD01GL001861,7508.763693270837,6932.237871674625,1026.525821596242
TD01GL001862,3504.460093896713,3236.228482003147,509.97652582159685
TD01GL001863,2888.81064162754,2673.0046948356876,408.68544600939026
TD01GL001864,3351.995305164316,3109.3505477308404,466.97965571205077
TD01GL001865,21654.49921752745,20013.10641627571,2855.399061032869
TD01GL001866,10288.536776212724,9529.616588419643,1502.4256651017213
TD01GL001867,4591.744913928023,4270.696400626015,616.4710485133025
TD01GL001868,6992.48826291088,6465.649452269285,990.7668231611874
TD01GL001869,4024.100156494526,3712.3630672926647,563.0672926447583
TD01GL001870,3610.485133020343,3350.15649452271,509.0766823161196
TD01GL001871,4109.780907668234,3810.485133020367,576.838810641628
TD01GL001872,4279.1862284820045,3977.2300469483853,567.6056338028175
TD01GL001873,2941.7449139280106,2722.0266040688625,371.75273865414766
TD01GL001874,7003.090766823243,6462.010954616704,960.680751173708
TD01GL001875,7041.392801252024,6645.461658842078,878.0516431924873
TD01GL001876,2370.9702660406856,2187.4804381846625,330.712050078248
TD01GL001877,3760.289514866982,3463.1846635367915,558.294209702661
TD01GL001878,2129.3818466353628,1966.1580594679153,314.90610328638536
TD01GL001879,5617.253521126804,5191.353677621354,790.2973395931139
TD01GL001880,3294.327073552422,3048.4741784037674,458.29420970266125
TD01GL001881,2979.9295774647862,2763.3411580594725,392.09702660406924
TD01GL001882,9630.203442879469,8892.566510172346,1375.66510172144
TD01GL001883,1522.7699530516404,1422.6917057902972,198.0046948356809
TD01GL001884,5140.805946791891,4764.1236306729825,693.9749608763689
TD01GL001885,1496.2441314553969,1386.9327073552424,209.19405320813786
TD01GL001886,4909.624413145567,4475.899843505515,715.7276995305164
TD01GL001887,5911.463223787216,5433.920187793502,870.1877934272286
TD01GL001888,4972.7699530516775,4568.701095461704,733.6854460093897
TD01GL001889,7701.134585289612,7057.942097026742,1164.8278560250385
TD01GL001890,8152.2691705791385,7555.477308294374,1114.1236306729252
TD01GL001891,4467.957746478888,4114.045383411608,649.8043818466354
TD01GL001892,10965.805946791703,10156.103286385234,1579.1862284820063
TD01GL001893,2214.280125195612,2054.8122065727666,319.0923317683885
TD01GL001894,1078.5602503912387,1003.8341158059502,141.47104851330218
TD01GL001895,5249.021909233207,4859.898278560315,728.2081377151793
TD01GL001896,4289.045383411585,3953.5211267605882,603.0125195618157
TD01GL001897,8604.06885759006,7966.666666666845,1267.4882629107983
TD01GL001898,1134.3896713615045,1053.7167449139317,140.21909233176865
TD01GL001899,6721.28325508614,6202.42566510183,971.9483568075099
TD01GL001900,4660.328638497669,4332.394366197219,625.6259780907666
TD01GL001901,3825.508607198751,3534.663536776231,518.1924882629115
TD01GL001902,5603.9123630673375,5179.029733959377,789.7887323943652
TD01GL001903,2254.4600938967096,2061.0328638497613,375.46948356807565
TD01GL001904,6856.6118935837985,6326.486697965679,1003.0907668231594
TD01GL001905,2910.7981220657252,2702.1909233176916,413.6932707355246
TD01GL001906,4200.430359937407,3872.8090766823425,560.4068857589989
TD01GL001907,2369.992175273862,2180.399061032861,338.0672926447578
TD01GL001908,1429.5774647887322,1315.0234741784059,214.74960876369354
TD01GL001909,4133.137715179976,3818.6619718310067,606.5336463223788
TD01GL001910,3610.0156494522694,3329.812206572786,491.8231611893597
TD01GL001911,3798.2785602503886,3510.8763693270953,527.5821596244141
TD01GL001912,4807.863849765275,4442.136150234782,683.9984350547725
TD01GL001913,4759.467918622869,4399.687010954659,758.920187793426
TD01GL001914,4329.499217527396,4040.4538341158304,576.6823161189363
TD01GL001915,6037.676056338089,5582.746478873322,826.3302034428782
TD01GL001916,8215.688575899938,7559.037558685601,1169.7965571205011
TD01GL001917,2107.0031298904487,1953.4037558685404,271.7918622848202
TD01GL001918,15579.264475742699,14440.610328638932,2194.757433489829
TD01GL001919,4892.840375586883,4498.2394366197595,733.4898278560249
TD01GL001920,7441.353677621354,6890.258215962583,1085.0156494522687
TD01GL001921,3915.2582159624485,3568.701095461675,579.8904538341158
TD01GL001922,1828.5993740219042,1708.4115805946774,263.8888888888893
TD01GL001923,14785.954616587846,13646.674491393182,2038.771517996874
TD01GL001924,1938.1846635367704,1802.5039123630652,296.08763693270765
TD01GL001925,6613.654147104936,6056.846635367857,979.9687010954602
TD01GL001926,8686.189358372501,8045.970266040866,1223.5524256651004
TD01GL001927,3165.53208137715,2930.5555555555657,433.29420970266113
TD01GL001928,10895.109546165708,10110.680751173973,1280.5555555555534
TD01GL001929,1857.2378716744875,1723.9045383411553,253.9906103286387
TD01GL001930,15360.406885758408,14288.184663537195,1930.4381846635424
TD01GL001932,811.8935837245709,754.8513302034453,114.35837245696413
TD01GL001931,645.5399061032872,593.1924882629122,94.01408450704231
TD01GL001933,1077.9342723004709,994.60093896714,160.25039123630685
TD01GL001934,2679.4600938967096,2514.0453834115824,358.99843505477367
TD01GL001935,5697.848200313021,5322.104851330279,763.6541471048511
TD01GL001936,2853.208137715175,2662.754303599381,384.1940532081382
TD01GL001937,5764.28012519566,5345.344287949999,895.0312989045378
TD01GL001938,1009.8200312989069,941.5884194053233,127.66040688575912
TD01GL001939,1979.6557120500743,1835.9154929577446,313.2629107981225
TD01GL001940,5977.856025039163,5564.084507042342,834.5461658841937
TD01GL001941,3064.1236306729234,2859.9765258216044,396.1267605633811
TD01GL001942,1862.2065727699483,1742.0970266040656,234.31142410015667
TD01GL001943,2387.363067292639,2239.5539906103263,316.0798122065732
TD01GL001944,3084.311424100153,2890.8841940532175,432.08137715180027
TD01GL001945,1739.2410015649407,1634.624413145538,233.0985915492961
TD01GL001946,5351.017214397521,4988.654147104916,741.3536776212827
TD01GL001947,1923.122065727694,1801.6823161189322,230.51643192488274
TD01GL001948,6277.07355242572,5883.881064162857,837.1674491392799
TD01GL001949,1070.4225352112696,996.7136150234777,150.31298904538343
TD01GL001950,7927.26917057911,7422.1830985917195,1131.4945226917046
TD01GL001951,1178.2863849765276,1109.9765258215994,163.61502347417854
TD01GL001952,11123.239436619539,10397.496087637224,1619.366197183099
TD01GL001953,2705.6338028168943,2532.6291079812263,370.61815336463303
TD01GL001954,1970.5399061032783,1821.7136150234703,304.3427230046954
TD01GL001955,892.0579029733976,831.6510172143987,123.35680751173722
TD01GL001956,2236.8153364632176,2106.4553990610293,309.0375586854464
TD01GL001957,1956.1424100156466,1811.8544600938949,317.2926447574339
TD01GL001958,2850.821596244129,2644.640062597812,415.9233176838813
TD01GL001959,3629.2253521126736,3380.6338028169175,538.3411580594689
TD01GL001960,2786.9718309859077,2621.7918622848274,396.71361502347474
TD01GL001961,1404.1079812206567,1315.4538341158068,200.43035993740222
TD01GL001962,1581.3771517996838,1489.593114241001,231.65101721439763
TD01GL001963,717.1752738654156,663.9671361502365,91.1971830985917
TD01GL001964,4014.827856025038,3751.9170579029965,572.6917057902971
TD01GL001965,2307.511737089194,2159.54616588419,339.2018779342725
TD01GL001966,1731.0641627543007,1618.779342723003,219.71830985915506
TD01GL001967,7731.181533646398,7227.112676056499,1071.6353677621273
TD01GL001968,5002.503912363088,4667.762128325558,712.284820031299
TD01GL001969,1135.5633802816922,1066.0798122065758,165.4147104851332
TD01GL0RAST58,1004.1471048513326,935.3677621283293,133.05946791862291
TD01GL001970,1442.9577464788733,1336.0719874804392,200.58685446009417
TD01GL001971,3609.154929577461,3372.2222222222413,491.3145539906113
TD01GL0RAST59,1799.4913928012477,1680.2425665101707,259.4679186228485
TD01GL001972,1377.621283255086,1280.751173708922,196.04851330203468
TD01GL001973,2071.3223787167367,1948.7089201877895,283.3333333333336
TD01GL001974,1510.289514866978,1414.2801251956193,201.56494522691713
TD01GL001975,1557.707355242563,1461.3067292644755,222.22222222222237
TD01GL001976,1481.8466353677613,1384.7417840375592,209.93740219092348
TD01GL001977,5735.250391236341,5353.951486698044,871.6353677621278
TD01GL001978,5219.483568075152,4866.431924882685,737.089201877934
TD01GL001979,1561.7762128325483,1474.5305164319248,222.41784037558722
TD01GL001980,4190.023474178408,3908.724569640089,624.9608763693276
TD01GL001981,1591.2363067292615,1492.8794992175276,235.5242566510174
TD01GL001982,2242.8012519561744,2094.131455399057,339.86697965571244
TD01GL001983,3254.616588419403,3043.270735524269,449.1784037558692
TD01GL001984,2761.424100156488,2600.7824726134645,374.6870109546167
TD01GL001985,1104.5383411580617,1024.8043818466383,161.85446009389682
TD01GL001986,6175.039123630726,5746.400625978184,916.5492957746466
TD01GL001987,4379.968701095472,4057.902973395959,594.8748043818468
TD01GL001988,2450.2738654147056,2268.035993740217,342.8012519561816
TD01GL001989,2122.2613458528895,1947.8482003129855,294.4835680751175
TD01GL001990,2399.7261345852858,2198.474178403756,294.79655712050106
TD01GL001991,629.4992175273874,577.6212832550881,98.39593114241016
TD01GL001992,9627.543035993684,8932.707355242786,1323.5915492957752
TD01GL001993,6638.1064162754965,6148.591549295877,958.1768388106415
TD01GL001994,4559.272300469502,4159.350547730854,702.9733959311419
TD01GL001995,3219.8748043818464,2978.9514866979757,436.3849765258219
TD01GL001996,1396.7527386541467,1283.1377151799695,196.24413145539916
TD01GL001997,4699.726134585302,4367.801251956217,700.5868544600935
TD01GL001998,1873.5915492957713,1740.2582159624405,255.2816901408452
TD01GL001999,1224.0610328638506,1116.627543035996,187.79342723004706
TD01GL002000,4721.948356807533,4376.330203442922,705.2034428794997
TD01GL002001,2139.2801251956125,1982.1596244131424,299.9608763693275
TD01GL002002,9077.816901408474,8417.64475743368,1220.6181533646313
TD01GL002003,3763.419405320812,3489.7104851330396,487.71517996870153
TD01GL002004,12400.547730829105,11455.946791862585,1646.6353677621287
TD01GL002005,5906.729264475795,5453.051643192563,847.1439749608758
TD01GL002006,5975.195618153421,5515.571205007905,821.7527386541474
TD01GL002007,14923.082942096473,13850.312989045782,2050.391236306736
TD01GL0RAST60,651.3302034428801,594.9139280125211,92.17527386541484
TD01GL002008,2629.4209702660373,2419.561815336466,366.54929577464816
TD01GL002009,5076.79968701098,4725.391236306783,686.6197183098586
TD01GL002010,6370.226917057962,5905.516431924982,922.3004694835672
TD01GL002011,1522.3004694835672,1410.0156494522712,212.1674491392803
TD01GL002012,10999.413145539724,10158.802816901663,1610.485133020346
TD01GL002013,8642.996870109602,7985.4068857591765,1264.7104851330203
TD01GL002014,3148.982785602507,2862.59780907669,465.06259780907726
TD01GL002015,3243.466353677619,3023.1220657277104,439.43661971831045
TD01GL002016,9026.877934272316,8402.856025039324,1227.0344287949922
TD01GL002017,5655.320813771556,5206.181533646389,823.1611893583723
TD01GL002018,3416.901408450703,3180.0469483568195,482.5508607198756
TD01GL002019,3775.625978090772,3467.410015649468,549.7652582159627
TD01GL002020,3441.823161189359,3203.4820031299046,491.4710485133025
TD01GL002021,5763.575899843539,5322.339593114318,838.6541471048507
TD01GL002022,5753.56025039128,5307.159624413223,896.752738654146
TD01GL002023,2017.9968701095402,1869.796557120498,273.1220657276998
TD01GL002024,11091.588419405116,10273.669796557386,1557.7856025039137
TD01GL002025,1098.1611893583738,1007.2378716744942,174.2566510172146
TD01GL002026,14876.017214396914,13700.508607199143,2134.2723004694917
TD01GL002028,10135.406885758899,9404.1079812209,1443.701095461659
TD01GL0RAST61,2664.3192488262875,2449.45226917058,400.8998435054778
TD01GL002027,2664.3192488262875,2449.45226917058,400.8998435054778
TD01GL002029,3302.9733959311384,3050.000000000012,451.5258215962448
TD01GL002030,1485.1330203442876,1369.1705790297358,216.82316118935847
TD01GL002031,1115.140845070423,1021.1658841940557,178.05164319248846
TD01GL002032,4677.112676056351,4333.372456964045,671.244131455399
TD01GL002033,10994.44444444426,10294.91392801281,1573.317683881065
TD01GL002034,6097.535211267659,5613.810641627626,902.8560250391228
TD01GL002035,1776.5258215962413,1643.9749608763684,241.58841940532113
TD01GL002036,6616.6666666667425,6126.525821596352,946.2832550860712
TD01GL002037,3607.785602503912,3335.2503912363236,501.95618153364705
TD01GL002038,6792.136150234807,6286.7370892019935,945.7746478873231
TD01GL002039,9263.575899843503,8546.439749608957,1353.3646322378734
TD01GL002040,2861.267605633798,2656.103286384986,413.4585289514872
TD01GL002041,10134.076682316017,9317.879499217754,1411.932707355244
TD01GL002042,2873.6306729264406,2680.672926447582,399.06103286385064
TD01GL002043,7232.511737089285,6691.040688576027,1009.0766823161174
TD01GL002044,4909.507042253546,4565.375586854505,669.0923317683885
TD01GL002045,5872.574334898321,5450.899843505558,838.1846635367756
TD01GL002046,1742.5273865414686,1626.7214397496077,237.71517996870125
TD01GL002047,8513.184663536846,7905.672926447752,1139.3583724569621
TD01GL002048,7900.078247261461,7291.471048513439,1076.7605633802802
TD01GL002049,3000.860719874803,2767.9968701095554,435.9154929577471
TD01GL002050,3199.569640062596,2964.2018779342834,407.19874804381914
TD01GL002051,5285.093896713645,4855.829420970324,804.6948356807508
TD01GL002052,3894.6791862284845,3596.870109546185,558.7636932707361
TD01GL002053,3403.912363067293,3142.566510172157,506.9248826291085
TD01GL002054,5715.923317683926,5280.633802816973,860.1721439749608
TD01GL002055,4141.627543035996,3819.953051643218,544.6009389671372
TD01GL002056,2600.7042253521067,2397.96557120501,371.71361502347446
TD01GL002057,664.4757433489835,609.6244131455416,104.92957746478884
TD01GL002058,1770.2269170579,1647.848200312988,227.85602503912384
TD01GL002059,8881.846635367805,8279.733959311618,1148.7871674491382
TD01GL0RAST62,842.4882629107998,784.5070422535239,117.84037558685452
TD01GL002060,9443.661971830978,8788.96713615044,1442.957746478873
TD01GL0RAST63,842.4882629107998,784.5070422535239,117.84037558685452
TD01GL002061,9443.661971830978,8788.96713615044,1442.957746478873
TD01GL002062,3945.813771518001,3662.9499217527555,558.7245696400628
TD01GL002063,7296.12676056347,6684.5461658843105,1009.6635367762113
TD01GL002064,958.1377151799711,887.7151799687048,125.03912363067299
TD01GL002065,6684.5852895149455,6181.924882629206,920.1877934272281
TD01GL002066,7726.760563380371,7181.3771517998375,1035.0547730829403
TD01GL002067,4192.136150234745,3869.131455399084,580.7511737089208
TD01GL0RAST64,7816.549295774731,7185.48513302049,1127.1517996870102
TD01GL002068,7816.549295774731,7185.48513302049,1127.1517996870102
TD01GL002069,6535.054773083005,5979.655712050171,965.8450704225344
TD01GL002070,713.4194053208143,659.1940532081395,105.2816901408451
TD01GL002071,2446.3615023474163,2224.3740219092338,393.30985915493
TD01GL002072,8332.942097026704,7608.920187793579,1211.619718309858
TD01GL002073,5216.001564945264,4757.081377151845,756.4162754303593
TD01GL002074,4430.712050078257,4098.082942097054,627.3082942097028
TD01GL002075,4985.876369327096,4601.68231611898,692.8794992175278
TD01GL002076,2575.508607198744,2398.122065727702,359.5461658841945
TD01GL002077,3888.341158059471,3572.691705790317,571.2441314553994
TD01GL002078,2160.837245696398,1999.7261345852864,304.6948356807512
TD01GL002079,4224.921752738661,3892.2926447574596,593.3489827856033
TD01GL002080,7908.489827856131,7321.322378716893,1069.640062597807
TD01GL002081,5618.231611893627,5206.103286385045,770.8528951486697
TD01GL002082,4096.791862284831,3715.0234741784207,615.3755868544599
TD01GL002083,10951.056338028005,10090.414710485375,1639.6322378716739
TD01GL002084,4173.004694835684,3832.081377151825,561.0719874804381
TD01GL002085,7840.688575899951,7249.7652582161045,1047.417840375585
TD01GL002086,4762.871674491414,4394.953051643229,678.3255086071987
TD01GL002087,4800.5868544601135,4431.259780907704,714.5148669796552
TD01GL002088,4354.264475743356,4025.0000000000277,586.9718309859163
TD01GL002089,9380.477308294187,8683.450704225555,1312.5195618153373
TD01GL002090,2983.763693270738,2731.572769953057,467.9968701095469
TD01GL002091,6958.1377151800325,6342.253521126865,1052.4647887323943
TD01GL002092,5771.674491392854,5359.389671361579,828.7167449139284
TD01GL002093,4790.101721439772,4418.74021909237,720.1877934272304
TD01GL002094,2238.615023474176,2050.7433489827818,333.3724569640066
TD01GL002095,2137.284820031296,1955.2816901408407,345.14866979655733
TD01GL002096,4210.563380281699,3918.153364632261,621.4788732394364
TD01GL002097,9646.948356807476,8973.474178403976,1355.4381846635365
TD01GL002098,941.9405320813788,848.591549295778,164.5148669796558
TD01GL002099,5719.053208137745,5256.846635367832,883.763693270735
TD01GL002100,4995.344287949952,4602.073552425707,701.5258215962433
TD01GL002101,5344.0923317684255,4940.962441314609,761.8544600938963
TD01GL002102,6805.086071987549,6315.49295774659,913.067292644756
TD01GL002103,3126.8779342722996,2876.5649452269236,429.46009389671417
TD01GL002104,4429.968701095474,4124.334898278588,605.1643192488265
TD01GL002105,3728.912363067298,3420.0704225352247,601.3693270735532
TD01GL002106,4365.962441314555,4073.9436619718567,601.7214397496092
TD01GL002107,8408.646322378789,7839.553990610507,1274.8826291079804
TD01GL002108,20467.44913928013,19083.41158059514,3008.881064162767
TD01GL002109,2410.8372456963984,2223.9045383411562,348.82629107981245
TD01GL002110,6541.862284820092,5997.183098591648,1023.9045383411574
TD01GL002111,6291.353677621328,5840.25821596254,887.5195618153344
TD01GL002112,2082.27699530516,1915.9233176838768,321.94835680751197
TD01GL002113,2289.35837245696,2110.2503912363027,327.66040688575964
TD01GL002114,3640.4929577464804,3344.6400625978226,542.5665101721443
TD01GL002115,10199.45226917046,9486.228482003382,1462.3630672926465
TD01GL002116,3602.464788732395,3346.2050078247394,491.0015649452271
TD01GL002117,8556.025039123671,7894.757433490005,1299.178403755869
TD01GL002118,2462.167449139277,2287.59780907668,350.5868544600944
TD01GL002119,8040.297339593207,7400.625978090915,1240.7668231611904
TD01GL002120,5067.292644757465,4685.289514867035,696.1267605633805
TD01GL002121,3354.0297339593117,3113.9671361502446,470.9311424100163
TD01GL002122,8195.3834115807,7617.605633802978,1112.6369327073533
TD01GL002123,9019.366197183126,8404.968701095659,1281.4553990610325
TD01GL002124,13396.205007824294,12417.018779343076,1871.3615023474204
TD01GL002125,5917.37089201882,5485.133020344366,845.3051643192474
TD01GL002126,5912.75430359942,5476.447574334976,867.9186228481988
TD01GL002127,4780.2425665101955,4396.126760563413,746.7136150234741
TD01GL002128,4822.30046948359,4433.724569640099,788.8106416275427
TD01GL002129,1475.0,1346.830985915494,238.57589984350574
TD01GL002130,9370.539906103264,8712.715179968913,1359.4679186228468
TD01GL002131,9250.665101721446,8549.72613458549,1349.687010954617
TD01GL002132,8384.66353677631,7779.812206572937,1177.5430359937397
TD01GL002133,4102.073552425669,3787.989045383434,575.1564945226918
TD01GL002134,10028.834115805874,9202.073552425874,1388.6541471048515
TD01GL002135,5334.507042253547,4937.402190923383,725.6259780907671
TD01GL002136,4135.406885759003,3841.275430359959,592.2535211267608
TD01GL002137,4800.625978090783,4470.970266040733,660.524256651017
TD01GL002138,3240.649452269172,3006.377151799698,464.4757433489836
TD01GL002139,6503.521126760632,5997.965571205097,917.0187793427215
TD01GL002140,2365.1408450704175,2177.0344287949897,317.13615023474216
TD01GL002141,9396.517996870092,8733.685446009595,1319.9530516431912
TD01GL002142,3124.843505477307,2879.6165884194143,470.46165884194124
TD01GL002143,6627.816901408529,6106.6901408451695,941.9405320813753
TD01GL0RAST65,1755.7120500782444,1623.1611893583718,263.22378716744925
TD01GL002144,3652.3865414710494,3383.528951486717,520.3442879499228
TD01GL002145,12615.02347417805,11694.992175274198,1794.9530516431969
TD01GL002146,4100.39123630673,3800.547730829444,547.3787167449149
TD01GL002147,2444.053208137712,2247.026604068856,349.4131455399066
TD01GL002148,6272.535211267669,5796.3223787168345,909.311424100155
TD01GL002149,2781.142410015648,2553.364632237878,424.2957746478879
TD01GL002150,689.7496087636939,623.2394366197203,115.6103286384978
TD01GL002151,2803.2863849765217,2606.1032863849823,364.7104851330207
TD01GL002152,7445.579029734033,6830.39906103299,1095.070422535212
TD01GL002153,9885.876369327007,9180.946791862512,1402.308294209703
TD01GL002154,6738.693270735582,6262.636932707472,976.6040688575888
TD01GL002155,10272.574334898156,9612.480438184919,1461.2676056338053
TD01GL002156,3907.3552425665152,3552.5821596244314,536.2676056338036
TD01GL002157,10569.87480438171,9749.530516432169,1462.363067292647
TD01GL002158,3209.9374021909184,2973.5524256651124,445.93114241001643
TD01GL002159,2228.6384976525796,2024.9608763693218,371.0093896713617
TD01GL002160,3235.5242566510174,3003.2863849765363,431.1424100156502
TD01GL002161,3751.3302034428725,3522.8482003130125,466.27543035993796
TD01GL002162,3751.3302034428725,3522.8482003130125,466.27543035993796
TD01GL002163,669.8356807511747,619.0532081377175,90.7668231611894
TD01GL002164,3887.050078247264,3576.486697965591,529.9687010954625
TD01GL002165,1308.7636932707353,1219.3270735524277,169.32707355242576
TD01GL002166,7095.266040688642,6588.536776212963,921.0876369327063
TD01GL002167,2957.6291079812186,2745.0312989045456,420.65727699530566
TD01GL002168,2072.1048513302003,1896.5179968701066,303.3646322378719
TD01GL002169,3194.0140845070428,2941.823161189369,446.4397496087645
TD01GL002170,3157.8638497652532,2928.442879499231,457.4334898278568
TD01GL002171,3467.6838810641666,3221.2832550860817,481.2989045383419
TD01GL0RAST66,2128.1690140845008,1979.7339593114198,274.2957746478876
TD01GL0RAST67,875.7433489827872,808.6854460093932,133.92018779342732
TD01GL002172,2057.7464788732336,1914.7104851330178,318.70109546165924
TD01GL002173,2176.525821596241,1998.1220657276972,312.05007824726164
TD01GL002174,3424.5305164319293,3134.780907668241,499.4131455399063
TD01GL002175,28202.230046949564,26207.394366197273,3927.7386541471265
TD01GL002176,820.6181533646336,739.162754303602,127.54303599374033
TD01GL002177,5179.890453834136,4806.416275430415,780.6729264475745
TD01GL002178,6530.086071987539,6073.435054773186,932.3161189358364
TD01GL002179,4983.959311424128,4627.230046948406,686.3458528951488
TD01GL0RAST68,1307.3943661971825,1209.3505477308306,182.00312989045398
TD01GL002180,5703.442879499259,5291.549295774722,817.8794992175264
TD01GL002181,4903.716744913941,4551.995305164361,727.3082942097025
TD01GL002182,4733.450704225366,4404.655712050119,644.4835680751178
TD01GL002183,5130.281690140872,4758.215962441367,754.3818466353672
TD01GL002184,3483.881064162751,3218.0751173709127,511.6197183098599
TD01GL002185,8933.02034428802,8188.888888889054,1279.8122065727694
TD01GL002186,4007.3161189358348,3673.043818466383,615.9624413145543
TD01GL002187,5666.1580594679635,5274.530516431999,837.7543035993737
TD01GL0RAST69,3593.740219092333,3300.234741784057,522.7308294209712
TD01GL002188,3593.740219092333,3300.234741784057,522.7308294209712
TD01GL002189,681.2989045383418,626.9953051643215,113.5367762128328
TD01GL002190,5638.654147104883,5243.3489827856765,798.1220657276996
TD01GL002191,4969.483568075143,4622.926447574383,658.2942097026602
TD01GL002192,3413.4976525821576,3177.112676056351,506.3380281690144
TD01GL002193,4818.466353677636,4477.151799687053,623.1611893583732
TD01GL002194,6026.3302034429325,5593.309859155014,844.053208137714
TD01GL002195,6226.79968701101,5771.4006259781845,872.6917057902982
TD01GL002196,5372.769953051685,4911.189358372511,799.0219092331761
TD01GL002197,4802.03442879502,4385.3677621283605,732.7856025039123
TD01GL002198,6603.129890453903,6116.588419405424,887.1674491392797
TD01GL002199,4062.7934272300495,3748.08294209705,578.7167449139284
TD01GL002200,4866.040688575924,4520.735524256698,690.884194053208
TD01GL002201,2271.0876369327025,2111.776212832548,337.9499217527391
TD01GL002202,6302.308294209748,5857.785602504012,873.0046948356809
TD01GL002203,8657.629107981275,8047.926447574518,1210.1330203442874
TD01GL002204,4479.9687010954685,4171.439749608792,596.3615023474181
TD01GL002205,10963.69327073534,10226.369327073835,1491.6275430359944
TD01GL002206,4880.672926447594,4544.600938967183,649.9999999999999
TD01GL002207,9174.921752738657,8537.98904538361,1337.0500782472616
TD01GL002208,4439.984350547745,4112.519561815367,627.3082942097029
TD01GL002209,3057.2769953051657,2829.733959311429,421.3223787167457
TD01GL002210,31493.622848202605,29592.605633803276,4390.7668231611915
TD01GL002211,1220.109546165885,1118.231611893587,181.76838810641647
TD01GL002212,10311.697965571104,9463.184663536993,1502.7777777777796
TD01GL002213,1578.0125195618139,1456.7292644757438,218.03599374021925
TD01GL002214,7692.097026604165,7119.170579029879,1113.5367762128312
TD01GL002215,3560.5633802816897,3293.5054773083093,527.2300469483578
TD01GL002216,5639.006259780954,5264.514866979735,756.9640062597789
TD01GL002217,2956.768388106416,2721.7918622848256,437.48043818466414
TD01GL002218,14311.65884194002,13288.888888889278,2037.2065727699578
TD01GL002219,4523.787167449151,4210.250391236335,636.5805946791862
TD01GL002220,12296.752738653842,11436.893583724888,1780.5164319248863
TD01GL002221,7931.690140845182,7356.259780907815,1090.0625978090754
TD01GL002222,4852.386541471064,4511.619718309904,647.143974960877
TD01GL002223,14569.44444444392,13483.685446009777,2055.790297339599
TD01GL002224,2306.0641627542986,2143.7793427230026,313.967136150235
TD01GL002225,4467.76212832552,4128.090766823192,596.0485133020342
TD01GL002226,3735.1330203442894,3452.73865414712,540.1017214397501
TD01GL002227,4878.990610328666,4522.496087636979,710.4851330203443
TD01GL002228,3750.1173708920182,3470.7746478873432,528.87323943662
TD01GL002229,4363.419405320826,4001.6040688576186,654.4600938967137
TD01GL002230,9840.258215962389,9089.86697965592,1381.2206572769958
TD01GL002231,7680.868544601056,7063.575899843639,1000.6259780907652
TD01GL0RAST70,2424.569640062599,2208.137715179967,339.3974960876369
TD01GL002232,5218.348982785636,4808.80281690146,721.5179968701093
TD01GL002233,4071.63536776213,3762.5586854460307,517.5665101721457
TD01GL002234,802.66040688576,729.8122065727724,120.30516431924885
TD01GL002235,3247.3787167449123,3014.123630672939,454.81220657277044
TD01GL002236,5785.015649452311,5375.391236306806,785.3677621283247
TD01GL002237,11496.635367761899,10659.78090766851,1581.80751173709
TD01GL002238,6887.480438184748,6386.854460094009,984.7417840375567
TD01GL002239,1346.6353677621287,1259.8591549295802,192.2926447574336
TD01GL002240,4500.665101721449,4169.757433489859,671.205007824726
TD01GL002241,5914.749608763748,5522.652582159707,781.7292644757423
TD01GL002242,4101.017214397497,3832.785602503934,560.9154929577478
TD01GL002243,2211.0328638497617,2044.4444444444398,293.8575899843509
TD01GL002244,2929.7339593114216,2699.2957746478924,449.6087636932713
TD01GL002245,7399.530516432003,6889.984350547867,957.1205007824715
TD01GL002246,4225.704225352113,3940.41471048516,573.0438184663542
TD01GL002247,1687.20657276995,1571.2441314553994,248.86541471048534
TD01GL002248,1473.7871674491385,1372.0657276995332,225.2347417840377
TD01GL002249,5234.037558685469,4861.189358372517,780.9859154929568
TD01GL002250,11944.36619718282,11038.419405321105,1734.9765258215984
TD01GL002251,2437.4413145539875,2254.107981220658,343.3881064162756
TD01GL002252,1203.3255086072,1109.5852895148691,164.7887323943663
TD01GL002253,3306.18153364632,3066.9796557120626,474.2566510172152
TD01GL002254,5019.248826291106,4648.356807511787,619.9139280125199
TD01GL002255,4047.6917057902974,3765.5320813771746,532.7856025039132
TD01GL002256,8989.553990610351,8342.449139280317,1258.6854460093866
TD01GL002257,11899.804381846348,11037.51956181564,1689.9843505477345
TD01GL002258,3064.0453834115788,2830.868544600948,440.219092331769
TD01GL002259,4507.511737089214,4161.345852895176,620.9311424100157
TD01GL002260,1818.8575899843481,1669.6400625978079,258.95931142410035
TD01GL002261,5312.0500782472955,4910.876369327129,770.8137715179968
TD01GL002262,3531.8857589984354,3276.9561815336615,491.1189358372457
TD01GL002263,5453.286384976555,5036.150234741853,792.4100156494522
TD01GL002264,4367.918622848205,4034.1158059468207,615.0234741784035
TD01GL002265,6709.58528951494,6207.472613458636,871.6744913928005
TD01GL002266,1387.2065727699514,1288.3020344287966,185.36776212832575
TD01GL002267,4038.497652582161,3733.881064162778,530.7511737089213
TD01GL002268,5191.666666666703,4807.472613458582,674.4131455399062
