metacyc	kegg
CHLORDECONE-ALCOHOL	C02817
CPD-463	C05324
CPD0-1626	C06805
7-8-DIHYDROPTEROATE	C00921
CHLORDECONE	C01792
CPD-18737	C13732
PTEROATE	C07582
CHLORATE	C01485
CPD-17183	C08269
CETRAXATE-BENZYL-ESTER	C03256
CETRAXATE	C01564
CPD0-1610	C18673
CDP-N-METHYLETHANOLAMIN	C03486
AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE	C01300
CARBOXYMETHYL-HYDROXYPHENYLPROPCOA	C09819
CPD-9436	C16521
DIHYDRONEOPTERIN-P3	C04895
2-AMINO-4-OXO-6-123-TRIHYDROXYPROP	C05253
DIHYDRO-NEO-PTERIN	C04874
CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL	C11588
CPD-13467	C18239
CPD-12024	C05689
W+6	C00753
CARBONYL-SULFIDE	C07331
V+5	C06267
CARBON-MONOXIDE	C00237
MN+3	C19611
CPD-16478	C00715
CARBON-DIOXIDE	C00011
FE+3	C14819
DIHYDROPTERIN-CH2OH-PP	C04807
CR+6	C19161
CR+3	C19368
CAPSORUBIN	C08585
SERYL-AMP	C05820
CPD0-2009	C00150
17-ALPHA-HYDROXYPROGESTERONE	C01176
CPD0-1571	D08601
CPD-15305	C05926
CAPSANTHIN	C08584
CPD-374	C00835
CPD-11770	C21008
CANAVANINE	C00308
CPD0-1552	C13744
S-4-BROMOPHENYL-L-CYSTEINE	C03900
NACL	C13563
CALCIDIOL	C01561
DIHYDRONEOPTERIN-P	C05925
CAFFEOYLSHIKIMATE	C10434
KCL	D02060
CPD0-2418	D01725
CAFFEOYLQUINATE	C00852
CPD0-1421	D02050
SPHINGOSINE	C00319
CPD-9298	C16759
BUTYRYL-P	C02527
CO-A	C00010
Me-CoM	C03920
CPD0-1520	C06470
CPD-9	C18799
SULFO-CYSTEINE	C05824
CPD-4	C05924
CPD-3740	C08275
BUTADIENE	C16450
LIPOIC-ACID	C16241
CPD-18500	D03302
BUFOTENINE	C08299
NH42SO4	D08853
CPD0-1496	C11906
MGCL2	C07755
CPD0-1491	C11261
BISOHMYR-GLUCOSAMINYL-1P	C04824
CPD0-1589	C08130
CPD-13048	C20188
CPD-7547	C16518
ESTRIOL	C05141
VITAMIN_D3	C05443
THIOCYSTEINE	C01962
BIS2-ETHYLHEXYLPHTHALATE	C03690
CPD-44	C03727
CPD-12831	C03313
BIS-GAMMA-GLUTAMYLCYSTINE	C03646
2-METHYL-3-PHYTYL-14-NAPHTHOQUINONE	C02059
CPD0-2391	C13192
CPD-9612	C20624
BIO-5-AMP	C05921
CPD0-2503	D02921
CPD0-1477	C19231
CPD0-2387	C12505
BETA-HYDROXYANDROST-5-EN-17-ONE-3-SULFAT	C04555
CPD0-1476	C06899
BETA-HCH	C06595
CPD0-2432	D04400
CPD-12658	C16071
CPD-18101	D02058
FMNH2	C01847
NA2SO4	C13199
FADH2	C01352
CPD0-2420	D01081
FMN	C00061
CPD-13508	D01730
FAD	C00016
CUSO4	C18713
BERBERINE	C00757
N-FORMIMINO-GLYCINE	C02718
CPD0-2412	C13558
CPD-306	C04020
CPD0-1355	C15233
CPD-14311	C20475
BERBAMUNINE	C05177
CPD-1126	C03409
CPD-309	C04137
BENZYLSUCCINATE	C09816
CPD-8564	C01003
CPD-15773	C16692
CPD0-1436	C09668
CPD-7671	C00409
CPD-599	C03139
CPD-19639	D01644
BENZYLAMINE	C15562
CPD0-2504	D03613
2-DEHYDROPANTOATE	C00966
BENZYL-2R3S-2-METHYL-3-HYDROXYBUTANOA	C04561
CPD-19633	D04852
NH4OH	C01358
BENZOYLSUCCINYL-COA	C09820
CPD0-1413	C07069
BETAINE_ALDEHYDE	C00576
CPD0-2612	D02232
BENZIMIDAZOLE	C02009
CPD-8216	C10315
CHOLINE	C00114
CPD-3301	C02980
CPD-543	C00919
BARBITURATE	C00813
CPD-8215	C10343
CPD-13595	D07664
BETAINE-ALDEHYDE-HYDRATE	C07345
NITRIC-OXIDE	C00533
CPD-821	C10172
CPD0-1392	C06911
CPD-20007	C21754
CPD-19542	C07512
BACCATIN-III	C11900
CPD-12377	C16844
2-OCTAPRENYL-6-HYDROXYPHENOL	C05811
CPD0-1359	C11256
SUPER-OXIDE	C00704
AZIRIDINE	C11687
CPD0-1358	C12056
CPD-318	C01041
CPD-11268	C03413
ATROPINE	C01479
ATABRINE	C07339
ASPULVINONE-H	C02008
TRIMETHYLAMINE-N-O	C01104
TRIMETHYLAMINE	C00565
ASPULVINONE-E	C02006
CARBAMOYL-P	C00169
CPD-9939	C06536
ASPARAGUSATE	C01892
BISGLYCEROPHOSPHOGLYCEROL	C03853
CPD-10353	C00810
CPD-14873	C12115
CYCLOHEXYL-ISOCYANIDE	C11520
CPD-255	C01769
CPD-9158	C20669
CPD-9635	C07608
CPD-10427	C06335
ARACHIDONYL-COA	C02249
CPD-9107	C14402
CPD-18953	C14403
UDP-AA-GLUTAMATE	C00692
APS	C00224
CPD-10808	C15563
CPD-5761	C09870
APIGENIN-7-O-NEOHESPERIDOSIDE	C12627
CPD-8120	C03242
CPD-20555	C18205
APIGENIN-7-O-BETA-D-GLUCOSIDE	C04608
CPD-17216	C20894
ANTHRANILATE	C00108
AGMATHINE	C00179
ANHYDROTETRACYCLINE	C02811
TRYPTAMINE	C00398
CPD0-1232	C20339
CPD-19193	C01740
CPD-394	C02723
AMMONIA	C00014
COPROPORPHYRIN_I	C05769
AMINOMALONATE	C00872
CPD0-1198	C05412
L-GLUTAMATE-5-P	C03287
CPD0-1189	C16157
AMINOBUT-CPD	C03678
3-DEMETHYLSTAUROSPORINE	C07349
CPD-9355	C11172
AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP	C04752
CPD-182	C03081
STAUROSPORINE	C02079
CPD-9343	C18700
AMINO-HYDROXYMETHYL-METHYL-PYR-P	C04556
CPD-7496	C15858
CPD-9344	C18542
LANOSTEROL	C01724
CPD-7398	C08737
CPD-19823	C21496
CPD-11752	C19701
ATRAZINE	C06551
CPD-14453	C18079
CPD0-1148	C04203
CPD-14429	C09206
AMINO-ACETONE	C01888
OBTUSIFOLIOL	C01943
SCOPOLETIN	C01752
CPD-11789	C21126
COUMARIN	C05851
AMIDINOPROCLAVAMINATE	C06657
CPD-8186	C09315
CPD-8606	C05109
RS-TETRAHYDROBENZYLISOQUINOLINE	C05201
ALPROSTADIL	C04741
CPD-14461	C09264
1-CARBOXYVINYL-CARBOXYPHOSPHONATE	C06367
5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP	C05454
ALPHABETA-DIDEHYDROTRYPTOPHAN	C06732
CPD-7238	C05452
CPD0-1102	C05348
CPD-14427	C03093
CPD-448	C00663
CPD-1803	C04016
3-ALPHA-HYDROXY-5-BETA-ANDROSTAN-17-ONE	C04373
CPD-8192	C18083
ALPHAALPHA-TREHALOSE-66-BISMYCOLATE	C04465
CPD-7949	C13834
CPD-414	C04015
CPD-19822	C21495
ALPHA-SANTONIN	C02206
CPD0-1088	C11321
CPD-14452	C09311
CPD0-1115	C06441
N-ACETYL-9-O-ACETYLNEURAMINATE	C04017
ALPHA-RIBAZOLE-5-P	C04778
CPD0-1063	C16699
DAPHNIN	C01421
HEPTADECANE-CPD	C01816
CPD-8097	C09263
CPD-7946	C08388
ALPHA-RIBAZOLE	C05775
PHYTOALEXIN-CMPD	C09305
RIBOSE-1P	C00620
ADENOSINE	C00212
CPD-9834	C09285
CPD-490	C03737
CPD-8066	C08238
ALPHA-PINENE-OXIDE	C02759
4-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE	C08423
CPD-9815	C09060
DECAPRENOL-PHOSPHATE	C02970
CPD-8191	C09276
1-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE	C08424
CPD-20603	C09269
TAGATOSE-6-PHOSPHATE	C01097
ALPHA-NAPHTHALENEACETAMIDE	C18533
L-ASCORBATE-6-PHOSPHATE	C16186
CPD-15055	C02951
CPD-15049	C02162
D-ALLOSE-6-PHOSPHATE	C02962
ALPHA-N-DIACETYLNEURAMINYL-23-BETA-D-ETC	C04926
BERGAPTOL	C00758
5-METHOXYFURANOCOUMARIN	C01557
ALPHA-N-ACETYLNEURAMINYL-28-ETCETERA	C04887
CPD0-1033	C05342
CPD-10791	C16848
UNDECAPRENYL-P	C00348
ALPHA-N-ACETYLNEURAMINYL-26-BETA-D-GALA	C04886
ALPHA-N-ACETYL-ETCETERA-ESTRADIOL-GLUCUR	C04806
CPD-9961	C17955
CPD-8905	C05366
CPD-9960	C17953
CPD-8906	C20455
CPD-9950	C08301
CPD-8909	C18167
CPD-9949	C17268
CPD-8910	C20456
CPD-9937	C11016
FRUCTOSE-16-DIPHOSPHATE	C00354
TAGATOSE-1-6-DIPHOSPHATE	C03785
CPD-8907	C10646
CPD-17870	C06625
CPD-8908	C20454
ALPHA-L-GLUTAMYL-PHOSPHATE	C05765
CPD-19339	C20956
HYALURONATE	C00518
CPD-9925	C15547
ALPHA-HYDROXY-915-DIOXOPROSTANOATE	C04671
CPD-9924	C16519
CPD-17770	C10219
CPD-9923	C05817
OXIDIZED-LATIA-LUCIFERIN	C03527
CPD-1181	C06188
ALPHA-D-GLUCOSYLPOLYGLYCEROL-PHOSPHATE	C04508
CPD-9915	C16147
CPD-17777	C10212
ALPHA-D-GALACTOSYL-13-BETA-D-GALACTOS	C04847
CPD-9906	C16144
CPD-8949	C10224
CPD-1162	C06187
CPD-17779	C10211
16-OXOSTEROID	C01986
CPD-17772	C10236
HYDRAZINE	C05361
BISOHMYR-GLC	C04932
CPD-12482	C16360
CPD-9838	C18080
ALPHA-ANDROSTAN-3BETA17BETA-DIOL	C12525
CPD-9837	C18081
4-HYDROXYMETHYLPHENYLHYDRAZINE	C03994
PHENYLHYDRAZINE	C02304
CPD-982	C06725
CPD-981	C06726
CPD-17778	C17409
D-SORBITOL-6-P	C01096
ALPHA-6-O-BETA-D-XYLOPYRANOSYL-BETA-D-	C11531
CPD-9799	C09210
GALACTITOL-1-PHOSPHATE	C06311
CPD-496	C02895
ALLYSINE	C04076
CPD-17604	C10628
CPD-7417	C05839
MANNITOL-1P	C00644
CPD-8605	C12633
ALLYL-ALCOHOL	C02001
CPD-520	C00389
D-RIBULOSE-15-P2	C01182
ALLOCRYPTOPINE	C02134
CPD-12570	C10192
334578-HEXAHYDROXYFLAVONE	C04109
ALKYL-CINNAMATE	C06357
CPD-13503	C10041
CPD-9675	C11150
5734-TETRAHYDROXYFLAVONE	C01514
ALIZARIN	C01474
CPD-9674	C11149
CPD-11945	C08652
CPD-9673	C07490
ALENDRONATE	C07752
PELARGONIDIN-3-GLUCOSIDE-CMPD	C12137
C4	C05888
CPD-43	C04623
CPD-10110	C09183
CPD-9666	C21371
C5	C05897
ADIPATE	C06104
CPD-9665	C17696
CPD-7700	C16289
CPD-9664	C17694
ACTINOMYCINIC-MONOLACTONE	C03597
CPD-7144	C12644
CPD-17915	C09679
CPD-7117	C12138
ACRYLATE	C00511
CPD-20482	C08604
CPD-7937	C08376
ACRYLAMIDE	C01659
CH4	C01438
ACETYLSERINE	C00979
ACETYLENE	C01548
D-METHYL-MALONYL-COA	C00683
CPD-7947	C17433
ACETYLCHOLINE	C01996
METHYL-MALONYL-COA	C01213
CPD-12586	C16503
ACETYL-P	C00227
CPD-592	C01035
ACETYL-ETCETERA-L-ASPARAGINE	C04540
L-AZASERINE	C19194
ACETYL-ETCETERA-GLUCOSAMINYLDIPHOSPHOUND	C04881
CPD-13614	C21402
CPD-8709	C11884
CPD-10786	C16640
CPD1F-97	C11860
ACETONE-OXIME	C01995
BENZYL-ISOTHIOCYANATE	C03098
CPD-7950	C08393
ACETOL	C05235
CPD-9608	C10368
ABEQUOSYL-D-MANNOSYL-RHAMNOSYL-ETCETERA	C04808
CPD-7940	C08384
CPD-8705	C11883
A-METHYLATED-AMINE	C02436
CPD-8130	C02814
A-3-OXO-ACID	C01656
CPD-7386	C16298
MANNOSYL-ETCETERA-D-MANNOSE	C04861
A-24-DIOXOTETRAHYDROPYRIMIDINE-D-RIBONU	C04639
CIS-3-HEXENOL	C08492
CPD-13238	G01967
A-2-DEOXY-D-GLUCOSIDE	C03573
CPD-8691	C11882
911-ALPHA-EPOXYPREGN-4-ENE-320-DIONE	C04379
CPD-7122	C21492
9-CIS11-TRANS-OCTADECADIENOATE	C04056
CROTONYL-COA	C00877
CPD-7119	C16417
AGARITINE	C01550
CPD-19338	C08355
CPD-17680	C08305
CPD-9542	C18930
CPD-9533	C16189
CPD-7120	C16416
8-OXOCOFORMYCIN	C02243
CPD-10040	C11401
8-HYDROXYQUINOLINE	C19434
CPD-10042	C11412
AN-ALPHA-L-FUCOSIDE	C02475
8-APO-BETA-CAROTENOL	C06733
CPD-20639	C10038
CPD-9500	D01792
CPD-20495	C10190
CPD-15549	C11913
8-AMINO-7-OXONONANOATE	C01092
CPD-12700	C18796
CPD-17676	D02580
THREO-DS-ISO-CITRATE	C00451
7-O-PHOSPHOHYGROMYCIN-B	C03368
CPD-15631	C10019
CPD-4864	C02420
7-O-METHYLVITEXIN-2-O-B-L-RHAMNOSIDE	C12629
CPD-15486	C10046
CPD-10748	C04617
CPD-946	C02499
CPD-14649	C20693
HOMO-CIS-ACONITATE	C04002
7-O-METHYLLUTEONE	C07290
CPD-9451	C02631
CPD-18287	C21187
CPD-245	C01163
CPD-15483	C10032
HOMO-CIT	C01251
7-O-BETA-D-APIOFURANOSYL-12-BETA-D-GLU	C04858
CPD-15482	C10033
CPD-149	C16579
CPD-15228	C20578
7-O-ACETYLSALUTARIDINOL	C05322
CPD-9441	C18053
CPD-15478	C17784
CIS-ACONITATE	C00417
CPD-12175	C06001
CPD-9440	C18023
7-METHYLXANTHINE	C16353
CPD-15447	C20716
CPD-9438	C16390
HOMO-I-CIT	C05662
CPD-9437	C16159
CPD-15474	C15109
CPD-152	C16583
7-METHYLGUANOSINE-5-PHOSPHATE	C03998
CPD-15448	C20780
CPD-9435	C19821
CPD-1136	C04225
CPD-9433	C19826
CPD-15468	C10111
CPD-53	C04529
7-METHYL-3-OXOOCTANOYL-COA	C03685
CPD-9432	C19822
CPD-2961	C00345
CPD-301	C16598
CPD-225	C02341
HYDROXYTRIDECANE-ETCETERA-TRICARBOXYLATE	C04655
LUTEOLIN-7-O-BETA-D-GLUCOSIDE	C03951
CPD-321	C03071
CPD-10102	C11390
CPD-941	C05118
7-DEOXYLOGANIN	C06071
CPD-1909	C00843
7-ALPHA27-DIHYDROXYCHOLESTEROL	C06341
CPD-320	C18091
CPD-4943	C11952
CPD-12386	C17204
CPD-94	C10448
CPD-9384	C01047
6AS11AS-36A9-TRIHYDROXYPTEROCARPAN	C01263
DAIDZEIN	C10208
CPD-9371	C17367
6-OXOCYCLOHEX-1-ENE-1-CARBONYL-COA	C09821
CPD-9360	C11081
6-OXO-HEXANOATE	C06102
CPD-9539	C01562
CPD-9532	C16188
6-O-METHYLNORLAUDANOSOLINE	C05203
CPD-9356	C06560
CPD-7026	C10199
6-METHOXYMELLEIN	C02381
6-HYDROXYPROTOPINE	C05190
6-HYDROXYMELLEIN	C02379
CPD-928	C07731
CPD-4564	C12625
CPD-4562	C16222
CPD-927	C03569
CPD-13014	C13870
6-HYDROXYHEXAN-6-OLIDE	C03241
CPD-3343	C12125
CPD-9260	C06661
CPD-3141	C06563
6-HYDROXYCYCLOHEX-1-ENE-1-CARBONYL-COA	C06749
CPD-926	C07729
CPD-15821	C01927
CPD-924	C07734
6-HYDROXY-NICOTINATE	C01020
TAUROLITHOCHOLATE	C02592
CPD-9233	C06887
CPD-14115	C14131
CPD-923	C07733
CPD-11779	C10205
6-DEOXY-D-GLUCOSE	C02522
GLYCOCHENODEOXYCHOLATE-7-SULFATE	C15559
CPD-9225	C06923
2-OCTAPRENYLPHENOL	C05810
6-DEMETHYLSTERIGMATOCYSTIN	C03683
CPD-7283	C05465
2-HYDROXYISOFLAVANONE	C15567
CPD-15189	C02528
6-CHQ	C06328
CPD-7235	C03990
6-CARBOXYHEX-2-ENOYL-COA	C06723
TAUROLITHOCHOLATE-SULFATE	C03642
CHOLATE	C00695
GLYCOLITHOCHOLATE	C15557
6-A-D-GLUCOSAMINYL-1D-MYO-INOSITOL-12	C16070
CPD-4462	C16229
GLYCOCHENODEOXYCHOLIC_ACID	C05466
CPD-3631	C10502
CPD-12173	C06000
5Z13E-9-ALPHA-HYDROXY-1115-DIOXOPROS	C04758
CPD-20031	C01729
CPD-10285	C20192
CPD-7284	C15517
CPD-3402	C10503
EPOXYSQUALENE	C01054
5Z13E-69-ALPHA-EPOXY-11-ALPHA-HYDROXPROS	C04835
CPD-16581	C17737
CPD-9461	C08984
CPD-7236	C15515
CPD-4405	C01701
CPD-6949	C08636
5Z13E-15S-1115-DIHYDROXY-9-OXOPROS	C00584
CPD-13676	C13154
CPD-9112	C06609
CPD-4406	C10422
CPD-9088	C21217
CPD-20244	C21821
56-DIHYDROXYINDOLE-2-CARBOXYLATE	C04185
CPD-12904	C16468
CPD-9084	C00563
CPD-4407	C15511
GLYCOLITHOCHOLATE-3-SULFATES	C11301
DIHYDROKAEMPFEROL-CMPD	C00974
CPD-13883	C20193
512-DIHYDROXANTHOMMATIN	C03476
CPD-6992	C09826
GLYCOCHOLIC_ACID	C01921
CPD-7087	C02906
5-VALEROLACTONE	C02240
CPD-1961	C06562
CPD-9912	C19839
DEOXYCHOLATE	C04483
CPD-9060	C07327
CPD-1962	C09320
CPD-9240	C19829
5-TERT-BUTYLAMINOL-2-HYDROXYPRO-34-DIHYD	C04883
CPD-9052	C12518
CPD-10358	C12127
CPD-4186	C01189
CPD-7282	C15516
CPD-10413	C12128
5-TERT-BUTYLAMINOL-2-HYDROXYPRO-1234-TET	C04875
CPD-7630	C09727
CPD-3743	C05122
CPD-10411	C12136
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE	C04640
CPD-19097	C14079
CPD-14493	C08619
CPD-1121	C04299
CPD-9028	C06052
CPD-13880	C20187
5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE	C03373
D-MYO-INOSITOL-34-BISPHOSPHATE	C04063
CPD-16805	C16890
CPD-9025	C16358
CPD-13047	C08626
5-BETA-SCYMNOL	C16260
CPD-9024	D00224
CPD-9908	C19840
CPD-19100	C09728
CPD-8250	C08615
5-PHOSPHONUCLEOSIDE-3-DIPHOSPHATE	C04292
CPD-1981	C17639
5-PHOSPHONOOXY-L-LYSINE	C03366
INOSITOL-1-4-BISPHOSPHATE	C01220
5-PHOSPHO-RIBOSYL-GLYCINEAMIDE	C03838
CPD-13877	C17966
5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE	C04376
CPD-901	C11151
HYGROMYCIN-B	C01925
CPD-11533	C06083
CPD-9009	C03664
5-P-BETA-D-RIBOSYL-AMINE	C03090
CPD-9000	C15767
D-MYO-INOSITOL-13-BISPHOSPHATE	C04062
CPD-8999	C15650
CPD-4161	C08813
5-OXOPROLINE	C01879
CPD-3604	C01132
CPD-8985	C16015
CPD-15232	C07657
CPD-15230	C00494
CPD-12557	C05021
CPD-15881	C08887
5-OXOHEXANOATE	C02129
CPD-12541	C20328
CPD-1070	C02167
N-ACETYL-D-GLUCOSAMINE	C03878
N-ACETYL-D-MANNOSAMINE	C00645
CPD-8966	C14510
CPD-8965	C14324
CPD-14177	C00832
CL-	C00698
CPD-8964	C11025
CPD-14158	C18001
CPD-387	C00708
CPD-8963	C14322
CPD-14157	C01555
F-	C00742
CPD-20475	C21734
5-METHYLTHIOADENOSINE	C00170
ADENOSINE5TRIPHOSPHO5ADENOSINE	C06197
BR-	C01324
CPD-15243	C16973
CPD0-1137	C04058
CPD-8919	C10752
5-METHYL-BARBITURATE	C05281
ADENOSYL-P4	C01260
CPD-609	C01261
CPD-13665	C04132
SULFATE	C00059
5-KETO-4-DEOXY-D-GLUCARATE	C00679
CPD-8898	C15985
CPD-10307	C19828
CPD-10039	C11398
CPD-8887	C14448
SELENITE	C05684
GERMANICOL	C19833
CPD-10041	C11415
SELENATE	C05697
5-HYDROXYTHIOPHENE-2-CARBONYL-COA	C07348
S2O3	C00320
CPD-4124	C11523
OH	C01328
5-HYDROXYPENTANOATE	C02804
CPD-8871	C11272
NITRITE	C00088
CPD-14498	C20946
CPD-10699	C01201
NITRATE	C00244
CPD-13885	C20194
5-HYDROXYISOURATE	C11821
CPD-8865	C11146
HSO3	C11481
5-HYDROXYINDOLE_ACETATE	C05635
HCO3	C00288
3-ALPHA-HYDROXYGLYCYRRHETINATE	C03930
CPD-14880	C13050
CPD-9913	C16146
5-HYDROXYINDOLE_ACETALDEHYDE	C05634
CPD-8847	C20701
ADENOSINE_DIPHOSPHATE_RIBOSE	C00301
CPD-884	C02378
CPD-465	C03428
CPD0-1395	C16845
CPD-8827	C12836
5-HYDROXY-FERULOYL-COA	C12203
UDP-D-XYLOSE	C00190
5-HYDROXY-CONIFERYL-ALCOHOL	C12205
CPD-552	C01861
CPD-13847	C04613
CPD-4584	C11627
5-HYDROXY-4-IMIDAZOLEACETATE	C05133
5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE-	C16155
CPD-9910	C19841
CPD-8844	C21795
CPD-3	C06232
5-DEHYDROGLUCONATE	C01062
CPD-7670	C00580
CPD-14	C02084
CPD-8846	C20700
UDP-MANNACA	C04427
CPD-8817	C02518
CPD-9307	C08295
2-OCTAPRENYL-6-METHOXYPHENOL	C05812
CPD-397	C03172
BORATE	C12486
5-BETA-SCYMNOL-SULFATE	C16261
CPD-8815	C14103
UDP-N-ACETYL-D-GLUCOSAMINE	C00043
ARSENATE	C01478
CPD-14491	C08618
CO+1	C19171
CPD-8783	C11591
C3	C04846
5-BETA-ANDROSTANE-317-DIONE	C03772
C1	C04882
PROTON	C00080
CPD-8781	C06760
CPD-11541	C19819
K+	C00238
5-AMINOPENTANOATE	C00431
CPD-87	C04484
CPD-12258	C06432
CIS-12-DIHYDROXY-12-DIHYDRODIBENZOTHIO	C06721
CPD-4162	C05442
5-AMINOPENTANAMIDE	C00990
UDP-AAGM-DIAMINOHEPTANEDIOATE	C04877
CPD-17021	C21147
CPD-14483	C02283
5-AMINO-LEVULINATE	C00430
CPD-8682	C16324
RB+	C17061
CPD-867	C07160
CPD-942	D03777
CPD-10667	C08637
CPD-866	C07159
5-AMINO-4-CHLORO-2-23-DIHYDROXYPHENYL	C04798
CPD-864	C03037
CPD-863	c03448
5-AMINO-4-CHLORO-2-2-HYDROXYMUCONOYL-3	C05155
CPD-10405	C15739
CPD-8586	C01599
AMMONIUM	C01342
CPD-8577	C04725
CPD-15879	C08888
5-ACETAMIDOVALERATE	C03087
CPD-18941	C10931
CPD-8576	C04099
NA+	C01330
5-4-HYDROXYBUT-1-YNYL-22-BITHIOPHENE	C04486
CPD-8530	C04674
CPD-9269	C08265
CPD-18948	C10928
CPD-12048	C06535
CPD-10308	C20200
5-4-ACETOXYBUT-1-YNYL-2-2-BITHIOPHENE	C04485
CPD-85	C15606
GLYCYRRHIZINATE	C02284
CPD-19994	D08584
CPD-845	C19446
CPD-9470	C08950
5-34-DIACETOXYBUT-1-YNYL-22-BITHIOP	C04606
CPD-844	C19033
CPD-6951	C19863
CPD-18949	C10953
CPD-843	C13827
CPD-943	C21149
CPD-4125	C15782
5-3-HYDROXY-4-ACETOXYBUT-1-YNYL-22-B	C04711
CPD-18945	C21712
CPD-10375	C15693
CPD-842	C07561
CPD-8259	C05841
CPD-14499	C20945
4S5S-45-DIHYDROXY-26-DIOXOHEXANOATE	C04471
CPD-18950	C10925
CPD-825	C02647
CPD-18946	C11001
CPD-17737	D08218
4812-TRIMETHYLTRIDECANOYL-COA	C07296
CPD-822	C05932
45-CIS-DIHYDROXY-12-DITHIACYCLOHEXANE	C06484
CPD-8198	C04698
CPD-8197	C04333
CPD-9460	C08964
44-DIMETHYL-5ALPHA-CHOLEST-7-EN-3BET	C04530
CPD-8189	C02536
12-DIHYDROXYDIBENZOTHIOPHENE	C06722
CPD-6948	C08616
421-DEHYDROGEISSOSCHIZINE	C03677
CPD-8131	C11713
4-hydroxy-2-1H-quinolone	C16716
CPD-13882	C20191
CPD-17736	D07626
CPD-809	C06555
4-TRIMETHYLAMMONIOBUTANAL	C01149
CPD-807	C06558
CPD-806	C06557
CPD-9911	C16145
4-SULFOBENZYL-ALCOHOL	C06678
CPD-805	C06556
CPD-90	C08628
INOSITOL-1-4-5-TRISPHOSPHATE	C01245
CPD-801	C06559
CPD-4184	C05110
4-SULFOBENZALDEHYDE	C06679
CPD-8001	C10850
CPD-7996	C10860
4-PHOSPHONOOXY-THREONINE	C06055
CPD-7995	C06179
CPD-16621	C21820
CPD-7994	C06178
4-P-PANTOTHENATE	C03492
CPD-7993	C10974
CPD-13879	C19918
4-OXOPROLINE	C01877
4-OXOGLUTARAMATE	C05572
CPD-7988	C11623
4-OXOCYCLOHEXANECARBOXYLATE	C03767
CPD-7975	C04284
CPD-16598	C08927
INOSITOL-1-3-4-TRIPHOSPHATE	C01243
CPD-7965	C08641
4-O-BETA-D-GLUCOSYL-CIS-P-COUMARATE	C06739
CPD-791	C03092
CPD-790	C00848
CPD-13285	C19835
CPD-10678	C08926
CPD-789	C06066
4-METHYLPENTANAL	C02373
CPD-788	C04718
CPD-7193	C12978
CPD-7870	C16304
CPD-4143	C01753
CPD-787	C05600
CPD-9984	C12219
CPD-15880	C20707
4-MALEYL-ACETOACETATE	C01036
CPD-2002	C06769
ENTEROBACTIN	C05821
4-IMIDAZOLONE-5-PROPIONATE	C03680
CPD-7859	C09107
CPD-7858	C07201
CPD-10642	C19834
4-IMIDAZOLEACETATE	C02835
CPD-7848	C06165
SQUALENE	C00751
CPD-7846	C06163
CPD-784	C04186
CPD-783	C04642
CPD-4127	C08821
4-HYDROXYPHENYLACETATE	C00642
CPD-20474	C21733
4-HYDROXYMUCONIC-SEMIALDEHYDE	C06603
CPD-7770	C18494
CPD-7737	C01278
4-HYDROXYCYCLOHEXANECARBOXYLATE	C04404
CPD-7713	C06175
4-HYDROXYBENZALDEHYDE	C00633
CPD-7712	C06172
CPD-7710	C06173
4-HYDROXYAMINOQUINOLINE-N-OXIDE	C04050
CPD-7705	C02233
4-HYDROXY-2-BUTYNAL	C02648
4-GUANIDO-BUTYRAMIDE	C03078
CPD-8168	C13871
5Z8Z10E14Z-12S-12-HYDROPEROXYICOS	C05965
CPD-9593	C10839
4-FUMARYL-ACETOACETATE	C01061
CPD-7697	C14451
N-ACETYL-SEROTONIN	C00978
CPD-13925	C20152
CPD-7682	C00450
5Z8Z11Z13E-15S-15-HYDROPEROXYICOS	C05966
CPD-7679	C20292
4-DIMETHYLAMINOPHENYLAZOXYBENZENE	C04291
CPD-8718	D00491
CPD-7669	C06804
4-COUMAROYLQUINATE	C12208
CPD-7668	D00418
5Z9E11Z14Z-8S-8-HYDROPEROXYICOSA-TETRAEN	C14823
CPD-7661	C10719
6E8Z11Z14Z-5S-5-HYDROPEROXYCOSA-6	C05356
CPD-7657	C07438
CPD-7656	C11685
4-AMINOBUTANOYL-COA	C02801
CPD-7649	C13690
4-AMINO-BUTYRATE	C00334
BROMOBENZENE	C11036
CPD-725	C04785
CPD-20608	C14843
4-AMINO-5-IMIDAZOLE_CARBOXYLATE	C05516
4-AMINO-4-DEOXYCHORISMATE	C11355
CPD-8678	C16321
CPD-763	C06697
4-ACETAMIDOBUTANOYL	C03357
CPD-762	C06550
CPD-18749	C14453
CPD-761	C04553
CPD-17204	C20548
CPD-16956	C20536
CPD-9875	C20225
35-DIBROMO-4-HYDROXY-BENZOATE	C03925
CPD-16753	C20593
345-TRIHYDROXY-367-TRIMETHOXYFLAVO	C04552
CPD-12187	C17742
CPD-7412	C15591
